Wall time,Step,Value
1741224088.84575,3200000,0.02433018758893013
1741224443.0636616,3240000,0.02238982543349266
1741224794.5050683,3280000,0.022297587245702744
1741225143.2922084,3320000,0.02195197530090809
1741225495.4416778,3360000,0.02296672761440277
1741225846.2673655,3400000,0.02385728247463703
1741226205.8053167,3440000,0.028003672137856483
1741226558.2286134,3480000,0.02443697117269039
1741226909.535901,3520000,0.025986110791563988
1741227267.8031335,3560000,0.02248379774391651
1741227611.1789327,3600000,0.023842649534344673
1741227960.23038,3640000,0.023311669006943703
1741228317.9452422,3680000,0.02067118138074875
1741228681.8625753,3720000,0.024217400699853897
1741229041.4568012,3760000,0.02452794834971428
1741229400.3207223,3800000,0.02297576516866684
1741229756.1022596,3840000,0.026235992088913918
1741230112.7268355,3880000,0.02296215295791626
1741230470.3472383,3920000,0.024858545511960983
1741230830.8756475,3960000,0.022374635562300682
1741231190.391085,4000000,0.027059728279709816
1741231541.5067203,4040000,0.02356822043657303
1741231900.1331768,4080000,0.02485545724630356
1741232246.274202,4120000,0.023550575599074364
1741232600.9271283,4160000,0.028325358405709267
1741232962.6960738,4200000,0.024384358897805214
1741233320.0335639,4240000,0.026039764285087585
1741233671.9650233,4280000,0.02361859753727913
1741234030.8161986,4320000,0.023204343393445015
1741234389.2340114,4360000,0.023924721404910088
1741234748.7819076,4400000,0.024399306625127792
1741235104.7162275,4440000,0.022461460903286934
1741235459.5723019,4480000,0.020061587914824486
1741235812.4936821,4520000,0.027212580665946007
1741236168.9128802,4560000,0.02251466177403927
1741236522.9302053,4600000,0.023163653910160065
1741236880.8732262,4640000,0.029688263311982155
1741237237.9592974,4680000,0.02299577184021473
1741237600.37829,4720000,0.02227616123855114
1741237960.522252,4760000,0.025336625054478645
1741238320.4185452,4800000,0.023121889680624008
1741238677.455445,4840000,0.0244913212954998
1741239024.9692051,4880000,0.028470855206251144
1741239365.8517077,4920000,0.024486321955919266
1741239722.4725084,4960000,0.025176694616675377
1741240075.361062,5000000,0.024979451671242714
1741240424.9753878,5040000,0.02301362343132496
1741240778.1708093,5080000,0.021981876343488693
1741241135.4157054,5120000,0.020298896357417107
1741241490.0704515,5160000,0.02278786338865757
1741241842.4658678,5200000,0.024519115686416626
1741242193.291651,5240000,0.022164935246109962
1741242539.3335063,5280000,0.023298630490899086
1741242888.287367,5320000,0.026389027014374733
1741243242.982351,5360000,0.02369309589266777
1741243595.0646477,5400000,0.024045636877417564
1741243941.5730548,5440000,0.025242796167731285
1741244296.9006698,5480000,0.019381584599614143
1741244651.5041015,5520000,0.024308647960424423
1741245006.4248369,5560000,0.024645492434501648
1741245362.735067,5600000,0.025239165872335434
1741245713.0226696,5640000,0.023107942193746567
1741246061.5713089,5680000,0.027633994817733765
1741246416.6821206,5720000,0.022462187334895134
1741246773.368343,5760000,0.023606248199939728
1741247126.6729348,5800000,0.02133484184741974
1741247483.5291605,5840000,0.02380671538412571
1741247839.8195233,5880000,0.02469371259212494
1741248200.457478,5920000,0.025425203144550323
1741248556.7606585,5960000,0.023188257589936256
1741248912.3237612,6000000,0.026781294494867325
1741249267.829711,6040000,0.021272454410791397
1741249617.483556,6080000,0.02380630560219288
1741249973.8417044,6120000,0.02418402023613453
1741250327.3332732,6160000,0.026294533163309097
1741250678.618723,6200000,0.022920260205864906
1741251035.2635758,6240000,0.024950794875621796
1741251393.1664543,6280000,0.023649053648114204
1741251749.8331254,6320000,0.023116914555430412
1741252115.4997077,6360000,0.026915008202195168
1741252472.7473729,6400000,0.02354429103434086
1741252822.9730413,6440000,0.028338521718978882
1741253181.7000744,6480000,0.023078251630067825
1741253542.986529,6520000,0.025065766647458076
1741253901.381631,6560000,0.025226499885320663
1741254254.2084177,6600000,0.027330316603183746
1741254617.8784559,6640000,0.022248197346925735
1741254975.8015158,6680000,0.024377159774303436
1741255334.8325534,6720000,0.02481919899582863
1741255682.6336913,6760000,0.02647414430975914
1741256031.250315,6800000,0.021511543542146683
1741256377.184622,6840000,0.025319544598460197
1741256732.23224,6880000,0.02475808933377266
1741257089.7168694,6920000,0.024147041141986847
1741257439.4885917,6960000,0.023544972762465477
1741257785.8756468,7000000,0.023951459676027298
1741258137.80848,7040000,0.023629363626241684
1741258489.742379,7080000,0.023837262764573097
1741258841.5259457,7120000,0.02402506209909916
1741259196.6502454,7160000,0.024149207398295403
1741259541.66079,7200000,0.025501839816570282
1741259886.8486753,7240000,0.02079215832054615
1741260243.8709214,7280000,0.0236189141869545
1741260600.09083,7320000,0.022423699498176575
1741260951.5346985,7360000,0.02445163205265999
1741261304.3941545,7400000,0.02425786852836609
1741261658.707111,7440000,0.028737559914588928
1741262014.7110796,7480000,0.022388773038983345
1741262363.308256,7520000,0.021283991634845734
1741262716.845433,7560000,0.019852573052048683
1741263061.178518,7600000,0.02659047581255436
1741263409.842557,7640000,0.024002233520150185
1741263764.1828027,7680000,0.023684626445174217
1741264120.8418634,7720000,0.023924170061945915
1741264470.559321,7760000,0.02319352701306343
1741264825.3441124,7800000,0.023995228111743927
1741265180.8140378,7840000,0.025195306167006493
1741265538.5100706,7880000,0.02404266782104969
1741265895.4742107,7920000,0.02362527884542942
1741266246.860392,7960000,0.024599933996796608
1741266593.840055,8000000,0.02568371407687664
1741266948.7548373,8040000,0.021182889118790627
1741267306.6736245,8080000,0.024609433487057686
1741267662.900943,8120000,0.02408616989850998
1741268016.8552148,8160000,0.02521558105945587
1741268373.193168,8200000,0.022262027487158775
