Wall time,Step,Value
1741198579.4431028,40000,1.6770002841949463
1741198806.6959748,80000,0.9517459273338318
1741199032.5831785,120000,0.6114381551742554
1741199262.305194,160000,0.3714526295661926
1741199486.37404,200000,0.7299894690513611
1741199707.7657237,240000,0.5516580939292908
1741199930.1789122,280000,0.7168101072311401
1741200156.292261,320000,0.6044309735298157
1741200384.4122252,360000,1.0369282960891724
1741200618.258823,400000,1.640612006187439
1741200846.3716109,440000,1.8512895107269287
1741201076.095421,480000,1.4137375354766846
1741201301.2216406,520000,1.493690013885498
1741201532.5346413,560000,1.7692958116531372
1741201766.294159,600000,2.2512881755828857
1741202000.020014,640000,2.4971117973327637
1741202249.4458969,680000,2.078723430633545
1741202502.9944394,720000,1.8868656158447266
1741202736.031176,760000,2.1097848415374756
1741203043.6820164,800000,3.1492111682891846
1741203381.5673857,840000,4.2221198081970215
1741203717.5419118,880000,4.114737033843994
1741204063.0552566,920000,4.717769145965576
1741204403.95238,960000,5.6979193687438965
1741204750.5563602,1000000,5.733643054962158
1741205097.0945308,1040000,5.264791965484619
1741205561.1652713,1080000,6.463113307952881
1741205900.503157,1120000,5.455206394195557
1741206240.779934,1160000,6.327169895172119
1741206585.9567647,1200000,6.89627742767334
1741206928.5151825,1240000,6.486799716949463
1741207272.3851316,1280000,6.745669364929199
1741207619.5000975,1320000,8.998448371887207
1741207957.3086135,1360000,7.718000411987305
1741208295.5159926,1400000,5.674999713897705
1741208641.8625891,1440000,7.20849609375
1741208989.801795,1480000,5.286736488342285
1741209336.6865504,1520000,6.978046894073486
1741209681.356359,1560000,7.10872220993042
1741210027.5275047,1600000,6.587318420410156
1741210374.9827635,1640000,8.002559661865234
1741210724.7990763,1680000,9.930471420288086
1741211075.2250154,1720000,7.890068054199219
1741211430.5363724,1760000,8.642326354980469
1741211772.401633,1800000,9.29885196685791
1741212118.0657248,1840000,10.049972534179688
1741212469.8478482,1880000,7.799249172210693
1741212828.676988,1920000,7.600340366363525
1741213182.1181052,1960000,7.573418140411377
1741213536.4962494,2000000,8.550748825073242
1741213889.4722474,2040000,7.0904083251953125
1741214239.091943,2080000,7.921490669250488
1741214592.3356113,2120000,6.872699737548828
1741214947.0789497,2160000,8.067148208618164
1741215299.9747705,2200000,7.841897964477539
1741215649.1406546,2240000,8.314020156860352
1741215992.4933922,2280000,8.462681770324707
1741216340.3189108,2320000,9.442086219787598
1741216689.04861,2360000,8.29394245147705
1741217047.0728707,2400000,10.323776245117188
1741217398.8021595,2440000,10.030823707580566
1741217752.6675732,2480000,8.571741104125977
1741218105.613065,2520000,7.735926628112793
1741218461.8570163,2560000,10.688925743103027
1741218811.933539,2600000,7.749917507171631
1741219169.0393286,2640000,9.44287109375
1741219530.0299969,2680000,7.0435943603515625
1741219874.659472,2720000,9.159061431884766
1741220230.0065439,2760000,8.724583625793457
1741220590.9135613,2800000,7.144797325134277
1741220946.4194674,2840000,7.551765441894531
1741221303.8896027,2880000,7.572883605957031
1741221653.659145,2920000,9.353921890258789
1741222008.4711747,2960000,7.492393493652344
1741222357.359572,3000000,8.288698196411133
1741222706.7622058,3040000,8.051891326904297
1741223050.0878365,3080000,8.054306983947754
1741223398.4291244,3120000,7.37256383895874
1741223741.0618076,3160000,6.682919502258301
1741224088.84575,3200000,6.851628303527832
1741224443.0636616,3240000,7.9350504875183105
1741224794.5060678,3280000,7.567650318145752
1741225143.2922084,3320000,9.75413703918457
1741225495.4426715,3360000,8.439043045043945
1741225846.2673655,3400000,8.926972389221191
1741226205.8053167,3440000,8.386321067810059
1741226558.2296143,3480000,8.486170768737793
1741226909.535901,3520000,9.568487167358398
1741227267.8031335,3560000,9.007609367370605
1741227611.1789327,3600000,9.499608993530273
1741227960.23038,3640000,8.63593578338623
1741228317.9462435,3680000,7.222663402557373
1741228681.8625753,3720000,8.064391136169434
1741229041.4576302,3760000,10.300400733947754
1741229400.3207223,3800000,11.129112243652344
1741229756.1032617,3840000,8.912704467773438
1741230112.7268355,3880000,10.721878051757812
1741230470.3472383,3920000,9.236324310302734
1741230830.8756475,3960000,8.96947956085205
1741231190.391085,4000000,7.233541011810303
1741231541.5067203,4040000,10.70702075958252
1741231900.1331768,4080000,8.991938591003418
1741232246.2752023,4120000,9.429652214050293
1741232600.9271283,4160000,6.77476692199707
1741232962.6970756,4200000,8.1217622756958
1741233320.0345643,4240000,8.207786560058594
1741233671.9660213,4280000,11.276904106140137
1741234030.817198,4320000,8.250825881958008
1741234389.2340114,4360000,10.768219947814941
1741234748.7819076,4400000,10.614726066589355
1741235104.7172265,4440000,9.29167652130127
1741235459.5733032,4480000,10.042819023132324
1741235812.4936821,4520000,8.603736877441406
1741236168.9128802,4560000,8.386702537536621
1741236522.9302053,4600000,8.862968444824219
1741236880.8732262,4640000,9.148680686950684
1741237237.9602976,4680000,8.450764656066895
1741237600.3792903,4720000,7.991672515869141
1741237960.522252,4760000,10.512528419494629
1741238320.4185452,4800000,8.80721664428711
1741238677.456447,4840000,10.940752029418945
1741239024.9702065,4880000,9.635475158691406
1741239365.8517077,4920000,10.016156196594238
1741239722.4725084,4960000,9.772077560424805
1741240075.362065,5000000,10.957147598266602
1741240424.9753878,5040000,9.030904769897461
1741240778.1708093,5080000,9.545812606811523
1741241135.4167042,5120000,9.929059028625488
1741241490.071452,5160000,9.744540214538574
1741241842.4658678,5200000,9.822361946105957
1741242193.291651,5240000,8.908833503723145
1741242539.3335063,5280000,10.273734092712402
1741242888.287367,5320000,10.176034927368164
1741243242.982351,5360000,8.946134567260742
1741243595.0656486,5400000,10.864566802978516
1741243941.5730548,5440000,11.4944429397583
1741244296.9006698,5480000,10.464207649230957
1741244651.5041015,5520000,11.69678020477295
1741245006.4248369,5560000,10.22779369354248
1741245362.7360654,5600000,9.470063209533691
1741245713.0236704,5640000,9.563942909240723
1741246061.5723035,5680000,12.532304763793945
1741246416.6821206,5720000,12.538433074951172
1741246773.3693438,5760000,9.152308464050293
1741247126.6734488,5800000,11.245904922485352
1741247483.5301607,5840000,9.283464431762695
1741247839.8195233,5880000,12.097554206848145
1741248200.4584792,5920000,10.2516508102417
1741248556.761652,5960000,9.4564847946167
