Wall time,Step,Value
1741198579.4391098,40000,-42.310707092285156
1741198806.688981,80000,-24.43977165222168
1741199032.5771835,120000,-12.628936767578125
1741199262.2981324,160000,-9.789884567260742
1741199486.3649943,200000,-11.489229202270508
1741199707.7577248,240000,-10.947487831115723
1741199930.169316,280000,-5.8668212890625
1741200156.2852619,320000,-1.060756802558899
1741200384.4055617,360000,-0.09295809268951416
1741200618.2508414,400000,-9.364733695983887
1741200846.3649218,440000,-11.417863845825195
1741201076.0889783,480000,-2.2590222358703613
1741201301.2151372,520000,3.7731170654296875
1741201532.5276463,560000,5.243621349334717
1741201766.286653,600000,4.800950050354004
1741202000.0118904,640000,-3.325834035873413
1741202249.4388971,680000,10.882420539855957
1741202502.9902267,720000,4.397948265075684
1741202736.0271764,760000,4.775602340698242
1741203043.678013,800000,20.03204917907715
1741203381.5643754,840000,44.960723876953125
1741203717.5378888,880000,33.24127197265625
1741204063.0512657,920000,33.81075668334961
1741204403.947381,960000,46.674991607666016
1741204750.552366,1000000,35.334129333496094
1741205097.090531,1040000,33.15052032470703
1741205561.1617324,1080000,26.717567443847656
1741205900.4990335,1120000,36.588890075683594
1741206240.7770162,1160000,36.200401306152344
1741206585.953767,1200000,40.524009704589844
1741206928.5111408,1240000,35.34859848022461
1741207272.390151,1280000,46.08892822265625
1741207619.4970763,1320000,57.73933410644531
1741207957.3046134,1360000,57.93019485473633
1741208295.5120082,1400000,36.60684585571289
1741208641.8585885,1440000,47.000450134277344
1741208989.7982886,1480000,39.31343078613281
1741209336.683545,1520000,48.087242126464844
1741209681.3593535,1560000,45.66206741333008
1741210027.523505,1600000,37.778961181640625
1741210374.9788554,1640000,54.94217300415039
1741210724.7961102,1680000,64.3333969116211
1741211075.2209592,1720000,48.885494232177734
1741211430.5333722,1760000,56.99032974243164
1741211772.4072785,1800000,71.6348876953125
1741212118.0627258,1840000,49.84476852416992
1741212469.8448484,1880000,41.329715728759766
1741212828.6739876,1920000,47.47622299194336
1741213182.114105,1960000,56.81117630004883
1741213536.4922495,2000000,61.31814956665039
1741213889.4684033,2040000,44.62455749511719
1741214239.0929513,2080000,39.12220764160156
